Number,Character,Pinyin,English,CHR/million,Known,,,,,,,,
3867,簇,cù,cluster  ,0.75,,,,,,,,,
3868,煲,bāo,stew  ,0.75,,,,,,,,,
3869,聂,niè,whisper  ,0.75,,,,,,,,,
3870,垠,yín,boundary  ,0.75,,,,,,,,,
3871,腼,miǎn,shy  ,0.75,,,,,,,,,
3872,矜,jīn,be proud  ,0.75,,,,,,,,,
3873,卤,lǔ,brine  ,0.75,,,,,,,,,
3874,耙,bā,rake  ,0.75,,,,,,,,,
3875,镭,léi,radium  ,0.75,,,,,,,,,
3876,咂,zā,sip  ,0.75,,,,,,,,,
3877,娄,lóu,cage  ,0.75,,,,,,,,,
3878,抡,lūn,wield  ,0.75,,,,,,,,,
3879,箴,zhēn,admonish  ,0.75,,,,,,,,,
3880,吡,pǐ,click  ,0.73,,,,,,,,,
3881,渚,zhǔ,sandbank  ,0.73,,,,,,,,,
3882,霾,mái,haze  ,0.73,,,,,,,,,
3883,谀,yú,flatter  ,0.73,,,,,,,,,
3884,诃,hē,scold  ,0.73,,,,,,,,,
3885,揩,kāi,wipe  ,0.73,,,,,,,,,
3886,搽,chá,apply  ,0.73,,,,,,,,,
3887,曳,yè,drag  ,0.73,,,,,,,,,
3888,攥,zhuàn,clench  ,0.73,,,,,,,,,
3889,邃,suì,deep  ,0.73,,,,,,,,,
3890,衩,chǎ,cut  ,0.73,,,,,,,,,
3891,糜,mí,be foolish  ,0.73,,,,,,,,,
3892,荼,tú,hogweed  ,0.73,,,,,,,,,
3893,蚓,yǐn,earthworm  ,0.73,,,,,,,,,
3894,雯,wén,cloud pattern  ,0.73,,,,,,,,,
3895,孜,zī,be diligent  ,0.73,,,,,,,,,
3896,凱,kǎi,triumph  ,0.73,,,,,,,,,
3897,褥,rù,bedding  ,0.73,,,,,,,,,
3898,蚯,qiū,worm  ,0.73,,,,,,,,,
3899,蝗,huáng,locust  ,0.73,,,,,,,,,
3900,犸,mǎ,mammoth  ,0.73,,,,,,,,,
3901,掴,guó,slap  ,0.73,,,,,,,,,
3902,窿,lóng,cavity  ,0.7,,,,,,,,,
3903,赊,shē,credit  ,0.7,,,,,,,,,
3904,挝,zhuā,strike  ,0.7,,,,,,,,,
3905,咿,yī,creak  ,0.7,,,,,,,,,
3906,蓟,jì,thistle  ,0.7,,,,,,,,,
3907,馏,liú,distill  ,0.7,,,,,,,,,
3908,肓,huāng,blind  ,0.7,,,,,,,,,
3909,鲈,lú,bass  ,0.7,,,,,,,,,
3910,堑,qiàn,trench  ,0.7,,,,,,,,,
3911,笺,jiān,letter  ,0.7,,,,,,,,,
3912,镐,hào,pickaxe  ,0.7,,,,,,,,,
3913,鯊,shā,shark  ,0.7,,,,,,,,,
3914,岱,dài,mount Dai  ,0.7,,,,,,,,,
3915,憩,qì,rest  ,0.7,,,,,,,,,
3916,舀,yǎo,scoop  ,0.68,,,,,,,,,
3917,岐,qí,fork  ,0.68,,,,,,,,,
3918,犁,lí,plow  ,0.68,,,,,,,,,
3919,锄,chú,hoe  ,0.68,,,,,,,,,
3920,摺,zhé,fold  ,0.68,,,,,,,,,
3921,璧,bì,jade  ,0.68,,,,,,,,,
3922,鹊,què,magpie  ,0.68,,,,,,,,,
3923,肽,tài,peptide  ,0.68,,,,,,,,,
3924,蔻,kòu,cardamom  ,0.68,,,,,,,,,
3925,哆,duō,tremble  ,0.68,,,,,,,,,
3926,玖,jiǔ,nine  ,0.68,,,,,,,,,
3927,龈,yín,gum  ,0.68,,,,,,,,,
3928,蚌,bàng,clam  ,0.68,,,,,,,,,
3929,莅,lì,attend  ,0.68,,,,,,,,,
3930,痢,lì,dysentery  ,0.68,,,,,,,,,
3931,铂,bó,platinum  ,0.68,,,,,,,,,
3932,溉,gài,irrigate  ,0.66,,,,,,,,,
3933,璨,càn,brilliant  ,0.66,,,,,,,,,
3934,榻,tà,daybed  ,0.66,,,,,,,,,
3935,瑛,yīng,crystal  ,0.66,,,,,,,,,
3936,屐,jī,sandal  ,0.66,,,,,,,,,
3937,亘,gèn,span  ,0.66,,,,,,,,,
3938,梧,wú,parasol tree  ,0.66,,,,,,,,,
3939,璀,cuǐ,bright  ,0.66,,,,,,,,,
3940,鲱,fēi,herring  ,0.66,,,,,,,,,
3941,欸,āi,hey  ,0.66,,,,,,,,,
3942,槲,hú,oak  ,0.66,,,,,,,,,
3943,阎,yán,hell  ,0.66,,,,,,,,,
3944,啜,chuò,sip  ,0.66,,,,,,,,,
3945,砧,zhēn,anvil  ,0.66,,,,,,,,,
3946,箩,luó,basket  ,0.66,,,,,,,,,
3947,遐,xiá,far  ,0.66,,,,,,,,,
3948,黝,yǒu,dark  ,0.66,,,,,,,,,
3949,铊,tā,thallium  ,0.66,,,,,,,,,
3950,叟,sǒu,old man  ,0.66,,,,,,,,,
3951,犊,dú,calf  ,0.66,,,,,,,,,
3952,湍,tuān,rapids  ,0.66,,,,,,,,,
3953,囤,dùn,store  ,0.64,,,,,,,,,
3954,唸,niàn,read aloud  ,0.64,,,,,,,,,
3955,垣,yuán,wall  ,0.64,,,,,,,,,
3956,顷,qǐng,hectare  ,0.64,,,,,,,,,
3957,踮,diǎn,tiptoe  ,0.64,,,,,,,,,
3958,祛,qū,dispel  ,0.64,,,,,,,,,
3959,饯,jiàn,give a farewell  ,0.64,,,,,,,,,
3960,暄,xuān,warm  ,0.64,,,,,,,,,
3961,猡,luó,ape  ,0.64,,,,,,,,,
3962,骋,chěng,gallop  ,0.64,,,,,,,,,
3963,杞,qǐ,chinese wolfberry  ,0.64,,,,,,,,,
3964,擤,xǐng,blow  ,0.64,,,,,,,,,
3965,拄,zhǔ,support  ,0.64,,,,,,,,,
3966,攫,jué,grab  ,0.64,,,,,,,,,
3967,梓,zǐ,catalpa  ,0.64,,,,,,,,,
3968,跻,jī,ascend  ,0.64,,,,,,,,,
3969,佻,tiāo,frivolous  ,0.64,,,,,,,,,
3970,嗞,zī,sizzle  ,0.64,,,,,,,,,
3971,匍,pú,crawl  ,0.64,,,,,,,,,
3972,懵,měng,dazed  ,0.64,,,,,,,,,
3973,莳,shí,sow  ,0.64,,,,,,,,,
3974,徵,zhǐ,summon  ,0.64,,,,,,,,,
3975,迥,jiǒng,far  ,0.64,,,,,,,,,
3976,蜀,shǔ,Sichuan  ,0.62,,,,,,,,,
3977,菱,líng,water chestnut  ,0.62,,,,,,,,,
3978,樽,zūn,goblet  ,0.62,,,,,,,,,
3979,吋,cùn,inch  ,0.62,,,,,,,,,
3980,樊,fán,barrier  ,0.62,,,,,,,,,
3981,榭,xiè,pavilion  ,0.62,,,,,,,,,
3982,瑙,nǎo,agate  ,0.62,,,,,,,,,
3983,锂,lǐ,lithium  ,0.62,,,,,,,,,
3984,磋,cuō,discuss  ,0.62,,,,,,,,,
3985,硷,jiǎn,alkali  ,0.62,,,,,,,,,
3986,戟,jǐ,halberd  ,0.62,,,,,,,,,
3987,漾,yàng,ripple  ,0.62,,,,,,,,,
3988,纰,pī,slip  ,0.62,,,,,,,,,
3989,讷,nè,inarticulate  ,0.62,,,,,,,,,
3990,奂,huàn,magnificent  ,0.62,,,,,,,,,
3991,遁,dùn,escape  ,0.6,,,,,,,,,
3992,楔,xiē,wedge  ,0.6,,,,,,,,,
3993,磊,lěi,stone  ,0.6,,,,,,,,,
3994,踌,chóu,hesitate  ,0.6,,,,,,,,,
3995,吆,yāo,shout  ,0.6,,,,,,,,,
3996,璜,huáng,jade  ,0.6,,,,,,,,,
3997,躇,chú,hesitate  ,0.6,,,,,,,,,
3998,璐,lù,jade  ,0.6,,,,,,,,,
3999,辽,liáo,vast  ,0.6,,,,,,,,,
4000,掖,yē,tuck,0.6,,,,,,,,,
4001,铠,kǎi,armor  ,0.6,,,,,,,,,
4002,苜,mù,clover  ,0.6,,,,,,,,,
4003,谙,ān,know well  ,0.6,,,,,,,,,
4004,匐,fú,crawl  ,0.6,,,,,,,,,
4005,拈,niān,pinching  ,0.6,,,,,,,,,
4006,獠,liáo,ferocious  ,0.6,,,,,,,,,
4007,尻,kāo,coccyx  ,0.6,,,,,,,,,
4008,罔,wǎng,ignorant  ,0.58,,,,,,,,,
4009,馒,mán,steamed bun  ,0.58,,,,,,,,,
4010,庐,lú,cottage  ,0.58,,,,,,,,,
4011,隼,sǔn,falcon  ,0.58,,,,,,,,,
4012,荤,hūn,meat  ,0.58,,,,,,,,,
4013,恃,shì,rely  ,0.58,,,,,,,,,
4014,鸠,jiū,pigeon  ,0.58,,,,,,,,,
4015,麟,lín,qilin  ,0.58,,,,,,,,,
4016,鲟,xún,sturgeon  ,0.58,,,,,,,,,
4017,蟠,pán,coil  ,0.58,,,,,,,,,
4018,蓿,xù,alfalfa  ,0.58,,,,,,,,,
4019,鹭,lù,egret  ,0.58,,,,,,,,,
4020,踱,duó,stroll  ,0.58,,,,,,,,,
4021,诙,huī,jocular  ,0.58,,,,,,,,,
4022,嗄,shà,hoarse  ,0.58,,,,,,,,,
4023,铬,gè,chromium  ,0.58,,,,,,,,,
4024,炊,chuī,cook  ,0.58,,,,,,,,,
4025,癣,xuǎn,ringworm  ,0.56,,,,,,,,,
4026,彦,yàn,literary person  ,0.56,,,,,,,,,
4027,焖,mèn,stew  ,0.56,,,,,,,,,
4028,孚,fú,trust  ,0.56,,,,,,,,,
4029,夙,sù,early  ,0.56,,,,,,,,,
4030,宕,dàng,delay  ,0.56,,,,,,,,,
4031,胛,jiǎ,shoulder blade  ,0.56,,,,,,,,,
4032,孺,rú,child  ,0.56,,,,,,,,,
4033,叩,kòu,knock  ,0.56,,,,,,,,,
4034,錫,xī,tin  ,0.56,,,,,,,,,
4035,蹼,pǔ,webbed  ,0.56,,,,,,,,,
4036,斌,bīn,refined  ,0.56,,,,,,,,,
4037,瘴,zhàng,miasma  ,0.56,,,,,,,,,
4038,锉,cuò,file  ,0.56,,,,,,,,,
4039,猝,cù,suddenly  ,0.56,,,,,,,,,
4040,瞟,piǎo,peek  ,0.56,,,,,,,,,
4041,绫,líng,damask  ,0.56,,,,,,,,,
4042,泷,lóng,rapids  ,0.56,,,,,,,,,
4043,铍,pí,beryllium  ,0.56,,,,,,,,,
4044,钧,jūn,equal  ,0.56,,,,,,,,,
4045,荞,qiáo,buckwheat  ,0.56,,,,,,,,,
4046,堀,kū,pit  ,0.56,,,,,,,,,
4047,醛,quán,aldehyde  ,0.56,,,,,,,,,
4048,泞,nìng,muddy  ,0.56,,,,,,,,,
4049,渲,xuàn,render  ,0.56,,,,,,,,,
4050,掸,dǎn,dust  ,0.56,,,,,,,,,
4051,纨,wán,fine silk  ,0.53,,,,,,,,,
4052,麒,qí,mythical beast  ,0.53,,,,,,,,,
4053,跚,shān,limp  ,0.53,,,,,,,,,
4054,遨,áo,roam  ,0.53,,,,,,,,,
4055,曰,yuē,say  ,0.53,,,,,,,,,
4056,藓,xiǎn,moss  ,0.53,,,,,,,,,
4057,杭,háng,Hangzhou  ,0.53,,,,,,,,,
4058,靼,dá,tanned leather  ,0.53,,,,,,,,,
4059,枣,zǎo,jujube  ,0.53,,,,,,,,,
4060,蹒,pán,stumble  ,0.53,,,,,,,,,
4061,搡,sǎng,push  ,0.53,,,,,,,,,
4062,禄,lù,emolument  ,0.53,,,,,,,,,
4063,拗,ào,stubborn  ,0.53,,,,,,,,,
4064,荚,jiá,pod  ,0.53,,,,,,,,,
4065,膈,gé,diaphragm  ,0.53,,,,,,,,,
4066,鄂,è,Hubei  ,0.53,,,,,,,,,
4067,卯,mǎo,rabbit  ,0.53,,,,,,,,,
4068,祉,zhǐ,blessing  ,0.53,,,,,,,,,
4069,犷,guǎng,rude  ,0.51,,,,,,,,,
4070,忑,tè,uneasy  ,0.51,,,,,,,,,
4071,蹑,niè,stealthy  ,0.51,,,,,,,,,
4072,嗳,ǎi,belch  ,0.51,,,,,,,,,
4073,姘,pīn,mistress  ,0.51,,,,,,,,,
4074,咲,xiào,laugh  ,0.51,,,,,,,,,
4075,榛,zhēn,hazel  ,0.51,,,,,,,,,
4076,砒,pī,arsenic  ,0.51,,,,,,,,,
4077,涟,lián,ripple  ,0.51,,,,,,,,,
4078,唏,xī,sigh  ,0.51,,,,,,,,,
4079,掮,qián,carry on shoulder  ,0.51,,,,,,,,,
4080,浃,jiā,permeate  ,0.51,,,,,,,,,
4081,珑,lóng,jade  ,0.51,,,,,,,,,
4082,剐,guǎ,slash  ,0.51,,,,,,,,,
4083,笙,shēng,reed pipe  ,0.51,,,,,,,,,
4084,吔,yě,eat  ,0.51,,,,,,,,,
4085,岬,jiǎ,cape  ,0.51,,,,,,,,,
4086,隠,yǐn,hide  ,0.51,,,,,,,,,
4087,忐,tǎn,apprehensive  ,0.51,,,,,,,,,
4088,鍔,è,blade edge  ,0.51,,,,,,,,,
4089,凛,lǐn,fearful  ,0.51,,,,,,,,,
4090,臃,yōng,bloated  ,0.49,,,,,,,,,
4091,饨,tún,dumpling  ,0.49,,,,,,,,,
4092,恣,zì,indulgent  ,0.49,,,,,,,,,
4093,楣,méi,door frame  ,0.49,,,,,,,,,
4094,茁,zhuó,thrive  ,0.49,,,,,,,,,
4095,吏,lì,official  ,0.49,,,,,,,,,
4096,戊,wù,fifth  ,0.49,,,,,,,,,
4097,讹,é,mislead  ,0.49,,,,,,,,,
4098,孑,jié,alone  ,0.49,,,,,,,,,
4099,麾,huī,command  ,0.49,,,,,,,,,
4100,喙,huì,snout  ,0.49,,,,,,,,,
4101,匮,kuì,lack  ,0.49,,,,,,,,,
4102,绮,qǐ,beautiful  ,0.49,,,,,,,,,
4103,卉,huì,flower  ,0.49,,,,,,,,,
4104,馄,hún,dumpling  ,0.49,,,,,,,,,
4105,弑,shì,kill  ,0.49,,,,,,,,,
4106,亟,jí,urgent  ,0.47,,,,,,,,,
4107,廿,niàn,twenty  ,0.47,,,,,,,,,
4108,漪,yī,ripple  ,0.47,,,,,,,,,
4109,鎬,hào,shining  ,0.47,,,,,,,,,
4110,鳖,biē,turtle  ,0.47,,,,,,,,,
4111,泯,mǐn,annihilate  ,0.47,,,,,,,,,
4112,葆,bǎo,eternal  ,0.47,,,,,,,,,
4113,杪,miǎo,tip  ,0.47,,,,,,,,,
4114,诣,yì,accomplishment  ,0.47,,,,,,,,,
4115,绔,kù,silk trousers  ,0.47,,,,,,,,,
4116,翌,yì,next day  ,0.47,,,,,,,,,
4117,鹃,juān,cuckoo  ,0.47,,,,,,,,,
4118,喆,zhè,wise  ,0.47,,,,,,,,,
4119,眺,tiào,look into distance  ,0.47,,,,,,,,,
4120,烽,fēng,beacon  ,0.47,,,,,,,,,
4121,杳,yǎo,hidden  ,0.47,,,,,,,,,
4122,蚜,yá,aphid  ,0.47,,,,,,,,,
4123,鹈,tí,pelican  ,0.47,,,,,,,,,
4124,蜢,měng,grasshopper  ,0.47,,,,,,,,,
4125,缛,rù,excessive  ,0.47,,,,,,,,,
4126,戾,lì,perverse  ,0.47,,,,,,,,,
4127,谟,mó,plan  ,0.45,,,,,,,,,
4128,昱,yù,sunlight  ,0.45,,,,,,,,,
4129,冀,jì,hope  ,0.45,,,,,,,,,
4130,獗,jué,rampant  ,0.45,,,,,,,,,
4131,盂,yú,basin  ,0.45,,,,,,,,,
4132,谧,mì,serene  ,0.45,,,,,,,,,
4133,內,nèi,inside  ,0.45,,,,,,,,,
4134,衙,yá,yamen  ,0.45,,,,,,,,,
4135,摹,mó,copy  ,0.45,,,,,,,,,
4136,徉,yáng,wander  ,0.45,,,,,,,,,
4137,桓,huán,personal name  ,0.45,,,,,,,,,
4138,徜,cháng,wander  ,0.45,,,,,,,,,
4139,诌,zhōu,forge  ,0.45,,,,,,,,,
4140,俎,zǔ,sacrificial vessel  ,0.45,,,,,,,,,
4141,卍,wàn,swastika  ,0.45,,,,,,,,,
4142,妩,wǔ,charming  ,0.45,,,,,,,,,
4143,峦,luán,mountain range  ,0.45,,,,,,,,,
4144,煥,huàn,shine  ,0.45,,,,,,,,,
4145,猕,mí,macaque  ,0.45,,,,,,,,,
4146,剿,jiǎo,suppress  ,0.45,,,,,,,,,
4147,琅,láng,jade  ,0.45,,,,,,,,,
4148,甁,píng,bottle  ,0.45,,,,,,,,,
4149,忱,chén,sincerity  ,0.45,,,,,,,,,
4150,璞,pú,unpolished gem  ,0.45,,,,,,,,,
4151,醍,tí,clarified butter  ,0.45,,,,,,,,,
4152,桉,ān,eucalyptus  ,0.45,,,,,,,,,
4153,犒,kào,reward  ,0.45,,,,,,,,,
4154,逖,tì,far  ,0.45,,,,,,,,,
4155,绱,shàng,sew  ,0.45,,,,,,,,,
4156,螨,mǎn,mite  ,0.45,,,,,,,,,
4157,朧,lóng,hazy  ,0.45,,,,,,,,,
4158,晟,shèng,bright  ,0.43,,,,,,,,,
4159,惴,zhuì,anxious  ,0.43,,,,,,,,,
4160,潺,chán,murmur  ,0.43,,,,,,,,,
4161,匝,zā,loop  ,0.43,,,,,,,,,
4162,耘,yún,weeding  ,0.43,,,,,,,,,
4163,慵,yōng,lazy  ,0.43,,,,,,,,,
4164,張,zhāng,stretch  ,0.43,,,,,,,,,
4165,彛,yí,ceremony  ,0.43,,,,,,,,,
4166,恬,tián,calm  ,0.43,,,,,,,,,
4167,飕,sōu,swoosh  ,0.43,,,,,,,,,
4168,嗪,qín,antihistamine  ,0.43,,,,,,,,,
4169,臻,zhēn,arrive  ,0.43,,,,,,,,,
4170,楸,qiū,catalpa  ,0.43,,,,,,,,,
4171,姚,yáo,graceful  ,0.43,,,,,,,,,
4172,酣,hān,tipsy  ,0.43,,,,,,,,,
4173,隅,yú,corner  ,0.43,,,,,,,,,
4174,斡,wò,mediate  ,0.43,,,,,,,,,
4175,锭,dìng,ingot  ,0.43,,,,,,,,,
4176,狞,níng,fierce  ,0.43,,,,,,,,,
4177,鹕,hú,pelican  ,0.41,,,,,,,,,
4178,燎,liáo,burn  ,0.41,,,,,,,,,
4179,趸,dǔn,bulk  ,0.41,,,,,,,,,
4180,舐,shì,lick  ,0.41,,,,,,,,,
4181,篑,kuì,basket  ,0.41,,,,,,,,,
4182,踉,,,0.41,,,,,,,,,
4183,锷,,,0.41,,,,,,,,,
4184,缥,,,0.41,,,,,,,,,
4185,跄,,,0.41,,,,,,,,,
4186,筵,,,0.41,,,,,,,,,
4187,鲭,,,0.41,,,,,,,,,
4188,鯨,,,0.41,,,,,,,,,
4189,毗,,,0.41,,,,,,,,,
4190,皓,,,0.41,,,,,,,,,
4191,垩,,,0.41,,,,,,,,,
4192,啕,,,0.41,,,,,,,,,
4193,锒,,,0.41,,,,,,,,,
4194,谩,,,0.41,,,,,,,,,
4195,骛,,,0.41,,,,,,,,,
4196,沏,,,0.41,,,,,,,,,
4197,藕,,,0.41,,,,,,,,,
4198,锆,,,0.41,,,,,,,,,
4199,螯,,,0.41,,,,,,,,,
4200,刍,,,0.41,,,,,,,,,
4201,哧,,,0.41,,,,,,,,,
4202,锃,,,0.41,,,,,,,,,
4203,诩,,,0.41,,,,,,,,,
4204,玆,,,0.41,,,,,,,,,
4205,袤,,,0.41,,,,,,,,,
4206,嗲,,,0.41,,,,,,,,,
4207,鬃,,,0.41,,,,,,,,,
4208,冶,,,0.38,,,,,,,,,
4209,癔,,,0.38,,,,,,,,,
4210,餌,,,0.38,,,,,,,,,
4211,皑,,,0.38,,,,,,,,,
4212,鬣,,,0.38,,,,,,,,,
4213,黔,,,0.38,,,,,,,,,
4214,肱,,,0.38,,,,,,,,,
4215,蜉,,,0.38,,,,,,,,,
4216,恵,,,0.38,,,,,,,,,
4217,桦,,,0.38,,,,,,,,,
4218,圃,,,0.38,,,,,,,,,
4219,挎,,,0.38,,,,,,,,,
4220,聒,,,0.38,,,,,,,,,
4221,缤,,,0.38,,,,,,,,,
4222,噘,,,0.38,,,,,,,,,
4223,泔,,,0.38,,,,,,,,,
4224,雁,,,0.38,,,,,,,,,
4225,沢,,,0.38,,,,,,,,,
4226,稔,,,0.38,,,,,,,,,
4227,膘,,,0.38,,,,,,,,,
4228,缈,,,0.38,,,,,,,,,
4229,铰,,,0.38,,,,,,,,,
4230,曦,,,0.38,,,,,,,,,
4231,忿,,,0.36,,,,,,,,,
4232,粕,,,0.36,,,,,,,,,
4233,袴,,,0.36,,,,,,,,,
4234,瞑,,,0.36,,,,,,,,,
4235,巳,,,0.36,,,,,,,,,
4236,鹳,,,0.36,,,,,,,,,
4237,練,,,0.36,,,,,,,,,
4238,矬,,,0.36,,,,,,,,,
4239,狰,,,0.36,,,,,,,,,
4240,汶,,,0.36,,,,,,,,,
4241,幔,,,0.36,,,,,,,,,
4242,鸨,,,0.36,,,,,,,,,
4243,邹,,,0.36,,,,,,,,,
4244,蔫,,,0.36,,,,,,,,,
4245,穹,,,0.36,,,,,,,,,
4246,氩,,,0.36,,,,,,,,,
4247,戸,,,0.36,,,,,,,,,
4248,霎,,,0.36,,,,,,,,,
4249,囹,,,0.36,,,,,,,,,
4250,癒,,,0.36,,,,,,,,,
4251,诘,,,0.36,,,,,,,,,
4252,鑽,,,0.36,,,,,,,,,
4253,侩,,,0.36,,,,,,,,,
4254,矗,,,0.36,,,,,,,,,
4255,沽,,,0.36,,,,,,,,,
4256,屯,,,0.36,,,,,,,,,
4257,莜,,,0.36,,,,,,,,,
4258,濃,,,0.36,,,,,,,,,
4259,垦,,,0.36,,,,,,,,,
4260,蝣,,,0.36,,,,,,,,,
4261,驿,,,0.34,,,,,,,,,
4262,婢,,,0.34,,,,,,,,,
4263,蜈,,,0.34,,,,,,,,,
4264,佃,,,0.34,,,,,,,,,
4265,巍,,,0.34,,,,,,,,,
4266,苞,,,0.34,,,,,,,,,
4267,孱,,,0.34,,,,,,,,,
4268,荻,,,0.34,,,,,,,,,
4269,邢,,,0.34,,,,,,,,,
4270,楞,,,0.34,,,,,,,,,
4271,砥,,,0.34,,,,,,,,,
4272,嗙,,,0.34,,,,,,,,,
4273,猬,,,0.34,,,,,,,,,
4274,盅,,,0.34,,,,,,,,,
4275,蒋,,,0.34,,,,,,,,,
4276,谑,,,0.34,,,,,,,,,
4277,蜿,,,0.34,,,,,,,,,
4278,糅,,,0.34,,,,,,,,,
4279,掇,,,0.34,,,,,,,,,
4280,燧,,,0.34,,,,,,,,,
4281,蚣,,,0.34,,,,,,,,,
4282,孫,,,0.34,,,,,,,,,
4283,蜒,,,0.34,,,,,,,,,
4284,喏,,,0.34,,,,,,,,,
4285,哌,,,0.34,,,,,,,,,
4286,栀,,,0.34,,,,,,,,,
4287,馍,,,0.34,,,,,,,,,
4288,砣,,,0.34,,,,,,,,,
4289,焗,,,0.34,,,,,,,,,
4290,枸,,,0.34,,,,,,,,,
4291,髂,,,0.34,,,,,,,,,
4292,捻,,,0.34,,,,,,,,,
4293,蓼,,,0.34,,,,,,,,,
4294,簪,,,0.32,,,,,,,,,
4295,胭,,,0.32,,,,,,,,,
4296,锶,,,0.32,,,,,,,,,
4297,蓖,,,0.32,,,,,,,,,
4298,谄,,,0.32,,,,,,,,,
4299,阮,,,0.32,,,,,,,,,
4300,镫,,,0.32,,,,,,,,,
4301,痂,,,0.32,,,,,,,,,
4302,柩,,,0.32,,,,,,,,,
4303,钴,,,0.32,,,,,,,,,
4304,濡,,,0.32,,,,,,,,,
4305,靥,,,0.32,,,,,,,,,
4306,钹,,,0.32,,,,,,,,,
4307,忸,,,0.32,,,,,,,,,
4308,侨,,,0.32,,,,,,,,,
4309,莹,,,0.32,,,,,,,,,
4310,臺,,,0.32,,,,,,,,,
4311,蛔,,,0.32,,,,,,,,,
4312,涣,,,0.32,,,,,,,,,
4313,犟,,,0.32,,,,,,,,,
4314,揄,,,0.32,,,,,,,,,
4315,鹏,,,0.32,,,,,,,,,
4316,螈,,,0.32,,,,,,,,,
4317,敝,,,0.32,,,,,,,,,
4318,圄,,,0.32,,,,,,,,,
4319,疖,,,0.32,,,,,,,,,
4320,艹,,,0.32,,,,,,,,,
4321,蝦,,,0.32,,,,,,,,,
4322,嘤,,,0.32,,,,,,,,,
4323,绦,,,0.32,,,,,,,,,
4324,畿,,,0.32,,,,,,,,,
4325,哐,,,0.32,,,,,,,,,
4326,呒,,,0.32,,,,,,,,,
4327,幡,,,0.32,,,,,,,,,
4328,龅,,,0.32,,,,,,,,,
4329,蝾,,,0.32,,,,,,,,,
4330,褛,,,0.3,,,,,,,,,
4331,荜,,,0.3,,,,,,,,,
4332,瑾,,,0.3,,,,,,,,,
4333,挞,,,0.3,,,,,,,,,
4334,抿,,,0.3,,,,,,,,,
4335,憨,,,0.3,,,,,,,,,
4336,渋,,,0.3,,,,,,,,,
4337,诛,,,0.3,,,,,,,,,
4338,給,,,0.3,,,,,,,,,
4339,罹,,,0.3,,,,,,,,,
4340,牦,,,0.3,,,,,,,,,
4341,砝,,,0.3,,,,,,,,,
4342,捋,,,0.3,,,,,,,,,
4343,犄,,,0.3,,,,,,,,,
4344,恹,,,0.3,,,,,,,,,
4345,醚,,,0.3,,,,,,,,,
4346,壬,,,0.3,,,,,,,,,
4347,怩,,,0.3,,,,,,,,,
4348,菁,,,0.3,,,,,,,,,
4349,谆,,,0.3,,,,,,,,,
4350,褴,,,0.3,,,,,,,,,
4351,虞,,,0.3,,,,,,,,,
4352,壹,,,0.3,,,,,,,,,
4353,觑,,,0.3,,,,,,,,,
4354,缜,,,0.3,,,,,,,,,
4355,嶙,,,0.3,,,,,,,,,
4356,桡,,,0.3,,,,,,,,,
4357,叱,,,0.3,,,,,,,,,
4358,琶,,,0.3,,,,,,,,,
4359,佰,,,0.3,,,,,,,,,
4360,邑,,,0.3,,,,,,,,,
4361,鸢,,,0.3,,,,,,,,,
4362,殒,,,0.3,,,,,,,,,
4363,媞,,,0.3,,,,,,,,,
4364,吳,,,0.3,,,,,,,,,
4365,榉,,,0.28,,,,,,,,,
4366,钡,,,0.28,,,,,,,,,
4367,瞠,,,0.28,,,,,,,,,
4368,摈,,,0.28,,,,,,,,,
4369,忤,,,0.28,,,,,,,,,
4370,蚝,,,0.28,,,,,,,,,
4371,扈,,,0.28,,,,,,,,,
4372,罄,,,0.28,,,,,,,,,
4373,肼,,,0.28,,,,,,,,,
4374,祗,,,0.28,,,,,,,,,
4375,昙,,,0.28,,,,,,,,,
4376,噌,,,0.28,,,,,,,,,
4377,嫡,,,0.28,,,,,,,,,
4378,隽,,,0.28,,,,,,,,,
4379,啐,,,0.28,,,,,,,,,
4380,耷,,,0.28,,,,,,,,,
4381,薏,,,0.28,,,,,,,,,
4382,擀,,,0.28,,,,,,,,,
4383,瘠,,,0.28,,,,,,,,,
4384,來,,,0.28,,,,,,,,,
4385,阡,,,0.28,,,,,,,,,
4386,拮,,,0.28,,,,,,,,,
4387,辄,,,0.28,,,,,,,,,
4388,仃,,,0.28,,,,,,,,,
4389,铿,,,0.28,,,,,,,,,
4390,峋,,,0.28,,,,,,,,,
4391,槐,,,0.28,,,,,,,,,
4392,坯,,,0.28,,,,,,,,,
4393,揶,,,0.28,,,,,,,,,
4394,恸,,,0.28,,,,,,,,,
4395,娈,,,0.28,,,,,,,,,
4396,藿,,,0.28,,,,,,,,,
4397,鲻,,,0.28,,,,,,,,,
4398,樟,,,0.28,,,,,,,,,
4399,俾,,,0.28,,,,,,,,,
4400,烃,,,0.28,,,,,,,,,
4401,铆,,,0.28,,,,,,,,,
4402,庖,,,0.28,,,,,,,,,
4403,讴,,,0.26,,,,,,,,,
4404,饷,,,0.26,,,,,,,,,
4405,蛹,,,0.26,,,,,,,,,
4406,抻,,,0.26,,,,,,,,,
4407,暨,,,0.26,,,,,,,,,
4408,荨,,,0.26,,,,,,,,,
4409,萘,,,0.26,,,,,,,,,
4410,倌,,,0.26,,,,,,,,,
4411,腭,,,0.26,,,,,,,,,
4412,秧,,,0.26,,,,,,,,,
4413,醐,,,0.26,,,,,,,,,
