Number,Chinese,Part,Freq,Difficulty
348,很快,adverb,3836,1
349,做到,verb,3817,1
350,屁股,common noun,3804,1
351,生日,common noun,3800,1
352,否则,conjunction,3796,1
353,晚安,verb,3796,1
354,年轻,adjective,3776,1
355,下面,directional locality,3771,1
356,姑娘,common noun,3765,1
357,保证,"verb, verb with nominal function",3757.5,1
358,钥匙,common noun,3751,1
359,法官,common noun,3749,1
360,选手,common noun,3732,1
361,信息,common noun,3725,1
362,接受,"verb, verb with nominal function",3722,1
363,改变,"verb, verb with nominal function",3717,1
364,哥哥,common noun,3700,1
365,身边,space word,3694,1
366,任何人,pronoun,3672,1
367,撒谎,verb,3663,1
368,出现,"verb, verb with nominal function",3661,1
369,打算,"common noun, verb",3657,1
370,武器,common noun,3654,1
371,全部,numeral,3635,1
372,手机,common noun,3634,1
373,忘记,verb,3632,1
374,以及,cc,3610,1
375,个人,common noun,3597,1
376,不管,"conjunction, verb",3592.5,1
377,坚持,verb,3584,1
378,意义,common noun,3580,1
379,发誓,verb,3570,1
380,理由,common noun,3570,1
381,特别,"adjective, adverb",3565.5,1
382,注意,"verb, verb with nominal function",3564.5,1
383,甚至,"adverb, conjunction",3550,1
384,政府,common noun,3549,1
385,这次,pronoun,3548,1
386,保护,"verb, verb with nominal function",3547,1
387,生意,common noun,3546,1
388,真正,"adverb, non-predicate adjective",3545,1
389,结果,"adverb, common noun",3542.5,1
390,表现,"verb, verb with nominal function",3541,1
391,遇到,verb,3536,1
392,即使,conjunction,3516,1
393,记住,verb,3514,1
394,到处,adverb,3511,1
395,那时,pronoun,3494,1
396,干什么,verb,3492,1
397,事儿,common noun,3489,1
398,白痴,common noun,3446,1
399,新闻,common noun,3441,1
400,未来,time word,3440,1
401,根本,"adjective, adverb, common noun",3437,1
402,怎么办,"pronoun, verb",3435.5,1
403,加入,verb,3418,1
404,病人,common noun,3414,1
405,行为,common noun,3396,1
406,绝对,"adjective, adverb",3391,1
407,婚礼,common noun,3381,1
408,弟弟,common noun,3376,1
409,想想,verb,3371,1
410,见面,verb,3366,1
411,城市,common noun,3349,1
412,老板,common noun,3349,1
413,整个,"non-predicate adjective, numeral",3347.5,1
414,来到,verb,3341,1
415,一会儿,mq,3339,1
416,表演,"verb, verb with nominal function",3329,1
417,差不多,fixed expressions,3326,1
418,老婆,common noun,3320,1
419,中心,common noun,3318,1
420,可怕,adjective,3318,1
421,附近,directional locality,3300,1
422,打扰,verb,3292,1
423,好运,common noun,3289,1
424,清楚,"adjective, adjective as adverbial, verb",3278.666667,1
425,结婚,"verb, verb with nominal function",3267.5,1
426,线索,common noun,3267,1
427,面前,directional locality,3264,1
428,妹妹,common noun,3262,1
429,位置,common noun,3253,1
430,处理,"verb, verb with nominal function",3249,1
431,进行,"verb, verb with nominal function",3242.5,1
432,答应,verb,3241,1
433,电脑,common noun,3210,1
434,行动,"verb, verb with nominal function",3202.5,1
435,害怕,"verb, verb with nominal function",3173,1
436,调查,"verb, verb with nominal function",3159.5,1
437,似乎,adverb,3157,1
438,放下,verb,3156,1
439,力量,common noun,3150,1
440,考虑,"verb, verb with nominal function",3147.5,1
441,提供,verb,3143,1
442,号码,common noun,3136,1
443,无边,common noun,3136,1
444,哪个,pronoun,3120,1
445,比如,verb,3120,1
446,剩下,verb,3118,1
447,通过,"preposition, verb",3107.5,1
448,战争,common noun,3095,1
449,恭喜,verb,3093,1
450,杀死,verb,3093,1
451,真相,common noun,3046,1
452,法律,common noun,3044,1
453,解释,"verb, verb with nominal function",3044,1
454,值得,verb,3033,1
455,有意思,fixed expressions,3029,1
456,方面,common noun,3015,1
457,联系,"verb, verb with nominal function",3010.5,1
458,银行,common noun,3003,1
459,警官,common noun,2978,1
460,酒吧,common noun,2968,1
461,身份,common noun,2954,1
462,什么样,pronoun,2953,1
463,安静,adjective,2951,1
464,模特,common noun,2949,1
465,多么,adverb,2944,1
466,解决,"verb, verb with nominal function",2944,1
467,学生,common noun,2942,1
468,作为,"preposition, verb",2932,1
469,下午,time word,2928,1
470,仍然,adverb,2922,1
471,奇怪,"adjective, verb",2916.5,1
472,意味着,verb,2913,1
473,受到,verb,2907,1
474,之一,pronoun,2901,1
475,第三,numeral,2897,1
476,面对,verb,2891,1
477,居然,adverb,2886,1
478,极了,"auxiliary, modal particle ",2885.5,1
479,就要,adverb,2883,1
480,同意,"verb, verb with nominal function",2879.5,1
481,演员,common noun,2871,1
482,游戏,"common noun, verb",2866,1
483,停止,verb,2856,1
484,人生,common noun,2852,1
485,因此,conjunction,2846,1
486,婊子,common noun,2829,1
487,属于,verb,2827,1
488,舞蹈,common noun,2814,1
489,几乎,adverb,2808,1
490,算是,verb,2806,1
491,答案,common noun,2801,1
492,目前,time word,2798,1
493,大人,common noun,2784,1
494,既然,conjunction,2783,1
495,人员,common noun,2781,1
496,英雄,common noun,2779,1
497,坐下,verb,2777,1
498,事件,common noun,2774,1
499,伤害,"verb, verb with nominal function",2768,1
500,控制,"verb, verb with nominal function",2767.5,1
501,不得不,adverb,2756,1
502,无论,conjunction,2754,1
503,放开,verb,2753,1
504,快乐,"adjective, adjective with nominal function",2752.5,1
505,后来,time word,2740,1
506,适合,verb,2736,1
507,意见,common noun,2726,1
508,完成,"verb, verb with nominal function",2725,1
509,获得,verb,2722,1
510,公寓,common noun,2706,1
511,文件,common noun,2698,1
512,而已,"auxiliary, modal particle ",2694.5,1
513,只能,verb,2684,1
514,寻找,verb,2684,1
515,姐姐,common noun,2655,1
516,多谢,verb,2641,1
517,女朋友,common noun,2641,1
518,动物,common noun,2636,1
519,一半,numeral,2633,1
520,某个,pronoun,2632,1
521,为何,pronoun,2630,1
522,要么,conjunction,2628,1
523,试图,verb,2618,1
524,真的,"adjective, adverb",2617.5,1
525,部分,"common noun, numeral",2616,1
526,要求,"common noun, verb",2608.5,1
527,听见,verb,2592,1
528,舒服,adjective,2590,1
529,有时,adverb,2587,1
530,容易,"adjective, adjective as adverbial",2573,1
531,保持,"verb, verb with nominal function",2572,1
532,责任,common noun,2569,1
533,理解,"verb, verb with nominal function",2562.5,1
534,洛杉矶,place name ,2561,1
535,食物,common noun,2561,1
536,反正,adverb,2559,1
537,杀手,common noun,2559,1
538,赢得,verb,2555,1
539,正是,verb,2554,1
540,证人,common noun,2545,1
541,简单,"adjective, adjective as adverbial",2544.5,1
542,不同,"adjective, adjective with nominal function",2543.5,1
543,确实,"adjective, adjective as adverbial, adverb",2543.333333,1
544,压力,common noun,2541,1
545,味道,common noun,2534,1
546,私人,common noun,2515,1
547,出发,verb,2509,1
548,伟大,adjective,2504,1
549,观众,common noun,2503,1
550,自从,preposition,2494,1
551,子弹,common noun,2488,1
552,叔叔,common noun,2485,1
553,垃圾,common noun,2485,1
554,检查,"verb, verb with nominal function",2483.5,1
555,男朋友,common noun,2478,1
556,毒品,common noun,2473,1
557,不必,adverb,2468,1
558,停下,verb,2459,1
559,精彩,adjective,2453,1
560,感情,common noun,2446,1
561,有时候,adverb,2443,1
562,一生,common noun,2437,1
563,不在乎,verb,2436,1
564,明星,common noun,2434,1
565,灵魂,common noun,2425,1
566,只不过,adverb,2422,1
567,带走,verb,2412,1
568,晚餐,common noun,2408,1
569,开玩笑,verb,2406,1
570,角色,common noun,2403,1
571,不好意思,"adjective, verb",2402.5,1
572,大概,"adverb, common noun",2402,1
573,脑子,common noun,2401,1
574,路上,space word,2399,1
575,见鬼,verb,2396,1
576,杂志,common noun,2395,1
577,安全,"adjective, adjective as adverbial, adjective with nominal function, common noun",2385.25,1
578,合适,adjective,2385,1
579,包括,verb,2376,1
580,汽车,common noun,2373,1
581,广告,common noun,2357,1
582,哥们,common noun,2356,1
583,英国,place name ,2355,1
584,美元,"classifier, common noun",2350.5,1
585,笨蛋,common noun,2345,1
586,小心,"adjective, adjective as adverbial, verb",2340.666667,1
587,玩意,common noun,2334,1
588,历史,common noun,2325,1
589,法庭,common noun,2322,1
590,俱乐部,common noun,2317,1
591,疯狂,"adjective, adjective as adverbial",2315.5,1
592,啤酒,common noun,2310,1
593,只有,"adverb, conjunction, verb",2305.333333,1
594,地球,common noun,2293,1
595,受害者,common noun,2288,1
596,想法,"common noun, verb",2287,1
597,家里,"common noun, space word",2281.5,1
598,炸弹,common noun,2268,1
599,还要,"adverb, verb",2262,1
600,联邦,common noun,2261,1
601,评委,common noun,2253,1
602,造成,verb,2251,1
603,信号,common noun,2250,1
604,周末,time word,2250,1
605,喝酒,verb,2249,1
606,下次,time word,2248,1
607,充满,verb,2248,1
608,其它,pronoun,2244,1
609,不好,"adjective, adjective as adverbial",2241,1
610,记录,"common noun, verb",2240,1
611,美好,adjective,2237,1
612,恐怕,adverb,2233,1
613,照顾,"verb, verb with nominal function",2225.5,1
614,做出,verb,2222,1
615,越来越,adverb,2216,1
616,名单,common noun,2212,1
617,本来,"adverb, non-predicate adjective",2207.5,1
618,聪明,"adjective, adjective with nominal function",2207.5,1
619,公园,common noun,2206,1
620,加油,"verb, verb with nominal function",2205.5,1
621,部落,common noun,2197,1
622,多久,"adjective, pronoun",2196,1
623,直接,"adjective, adjective as adverbial",2191.5,1
624,资料,common noun,2191,1
625,婚姻,common noun,2187,1
626,突然,"adjective, adjective as adverbial",2183,1
627,教堂,common noun,2176,1
628,客户,common noun,2168,1
629,脑袋,common noun,2165,1
630,不够,adjective,2163,1
631,前面,directional locality,2158,1
632,方向,common noun,2156,1
633,心理,common noun,2152,1
634,疯子,common noun,2143,1
635,正常,"adjective, adjective as adverbial",2140.5,1
636,将军,common noun,2138,1
637,死亡,"verb, verb with nominal function",2137,1
638,技术,common noun,2136,1
639,不许,adverb,2130,1
640,某种,pronoun,2130,1
641,乐队,common noun,2126,1
642,高中,common noun,2125,1
643,努力,"adjective, adjective as adverbial, adjective with nominal function",2120,1
644,听听,verb,2120,1
645,正好,descriptive,2116,1
646,毫无,verb,2114,1
647,拿走,verb,2109,1
648,成功,"adjective, adjective as adverbial, adjective with nominal function",2101.666667,1
649,旁边,directional locality,2098,1
650,而是,conjunction,2092,1
651,阻止,"verb, verb with nominal function",2089.5,1
652,约会,"common noun, verb, verb with nominal function",2089,1
653,想象,"verb, verb with nominal function",2088.5,1
654,成员,common noun,2088,1
655,女性,common noun,2080,1
656,权利,common noun,2079,1
657,说谎,verb,2078,1
658,圣诞,time word,2073,1
659,黑人,common noun,2073,1
660,警方,common noun,2071,1
661,法国,place name ,2069,1
662,开心,"adjective, adjective with nominal function, verb",2067.333333,1
663,完美,"adjective, adjective as adverbial",2067,1
664,错过,verb,2066,1
665,老天,common noun,2063,1
666,酒店,common noun,2061,1
667,之类,pronoun,2052,1
668,冠军,common noun,2047,1
669,教练,common noun,2043,1
670,休息,"verb, verb with nominal function",2037.5,1
671,对方,common noun,2036,1
672,随时,adverb,2036,1
673,回答,"verb, verb with nominal function",2035,1
674,敌人,common noun,2031,1
675,从未,adverb,2028,1
676,那天,"pronoun, time word",2016.5,1
677,约翰,personal name,2015,1
678,人物,common noun,2014,1
679,许多,numeral,2014,1
680,叫做,verb,2013,1
681,头儿,common noun,2013,1
682,证明,"common noun, verb, verb with nominal function",1995.666667,1
683,谋杀,"verb, verb with nominal function",1994.5,1
684,中国,place name ,1994,1
685,错误,"adjective, common noun",1989.5,1
686,蛋糕,common noun,1987,1
687,死者,common noun,1984,1
688,傻瓜,common noun,1981,1
689,英里,classifier,1979,1
690,死去,verb,1974,1
691,上去,verb,1973,1
692,职业,common noun,1965,1
693,关心,"verb, verb with nominal function",1963,1
694,地址,common noun,1959,1
695,不少,numeral,1956,1
696,报告,"common noun, verb",1956,1
697,地狱,common noun,1951,1
698,经历,"common noun, verb",1950.5,1
699,于是,cc,1950,1
700,自我,pronoun,1950,1
701,对付,verb,1948,1
702,好事,common noun,1947,1
703,收拾,verb,1941,1
704,客人,common noun,1939,1
705,状态,common noun,1938,1
706,周围,directional locality,1932,1
707,支持,"verb, verb with nominal function",1920.5,1
708,彼此,pronoun,1920,1
709,会议,common noun,1918,1
710,到达,verb,1917,1
711,队伍,common noun,1914,1
712,立刻,adverb,1913,1
713,绝不,adverb,1912,1
714,舞台,common noun,1911,1
715,奶奶,common noun,1910,1
716,建议,"common noun, verb",1909.5,1
717,取消,verb,1908,1
718,爱情,common noun,1906,1
719,危险,"adjective, adjective with nominal function, common noun",1903.666667,1
720,十分,adverb,1900,1
721,去年,time word,1897,1
722,教授,common noun,1897,1
723,超过,verb,1891,1
724,安分,"verb, verb with nominal function",1888,1
725,指纹,common noun,1879,1
726,住手,verb,1877,1
727,偶像,common noun,1873,1
728,同志,common noun,1873,1
729,裤子,common noun,1871,1
730,假装,verb,1870,1
731,军队,common noun,1870,1
732,想起,verb,1869,1
733,侦探,common noun,1868,1
734,实验室,common noun,1853,1
735,顺便,adverb,1853,1
736,投票,"verb, verb with nominal function",1850.5,1
737,必要,"adjective, adjective with nominal function",1847.5,1
738,麻烦,"adjective, adjective with nominal function, common noun, verb",1844,1
739,或是,conjunction,1842,1
740,在乎,verb,1840,1
741,状况,common noun,1838,1
742,目的,common noun,1835,1
743,恶魔,common noun,1834,1
744,确保,verb,1833,1
745,心脏,common noun,1830,1
746,似的,auxiliary,1827,1
747,舞会,common noun,1826,1
748,家族,common noun,1822,1
749,慢慢,adverb,1820,1
750,存在,"verb, verb with nominal function",1813.5,1
751,复杂,adjective,1812,1
752,首先,"adverb, conjunction",1812,1
753,社会,common noun,1805,1
754,邻居,common noun,1803,1
755,今年,time word,1802,1
756,心里,space word,1801,1
757,意大利,place name ,1800,1
758,国王,common noun,1798,1
759,好人,common noun,1798,1
760,长大,verb,1797,1
761,代表,"common noun, verb",1793,1
762,交给,verb,1790,1
763,承认,"verb, verb with nominal function",1787.5,1
764,陪审团,common noun,1784,1
765,显然,"adjective, adjective as adverbial",1783,1
766,项目,common noun,1783,1
767,实话,common noun,1780,1
768,表情,common noun,1778,1
769,好处,common noun,1776,1
770,吸血鬼,common noun,1770,1
771,竟然,adverb,1767,1
772,普通,adjective,1765,1
773,印象,common noun,1758,1
774,地点,common noun,1746,1
775,经理,common noun,1745,1
776,乐意,verb,1744,1
777,犯罪,"verb, verb with nominal function",1734.5,1
778,小伙子,common noun,1734,1
779,天使,common noun,1733,1
780,难以置信,verb,1732,1
781,队长,common noun,1731,1
782,跳舞,"verb, verb with nominal function",1729.5,1
783,著名,adjective,1729,1
784,日本,place name ,1728,1
785,专家,common noun,1727,1
786,为止,auxiliary,1726,1
787,墨西哥,place name ,1723,1
788,旅馆,common noun,1722,1
789,信任,"verb, verb with nominal function",1720.5,1
790,道歉,"verb, verb with nominal function",1719.5,1
791,赶快,adverb,1718,1
792,不知,verb,1717,1
793,更加,adverb,1717,1
794,好几,numeral,1714,1
795,可怜,"adjective, verb",1713.5,1
796,实在,"adjective, adverb",1713,1
797,风格,common noun,1713,1
798,伤心,adjective,1711,1
799,每次,pronoun,1711,1
800,报纸,common noun,1710,1
801,机器,common noun,1709,1
802,颜色,common noun,1703,1
803,好莱坞,place name ,1702,1
804,无关,verb,1700,1
805,时光,common noun,1700,1
806,原谅,"verb, verb with nominal function",1699.5,1
807,治疗,"verb, verb with nominal function",1699.5,1
808,记者,common noun,1699,1
809,尽快,adverb,1698,1
810,价值,common noun,1697,1
811,巧克力,common noun,1693,1
812,女生,common noun,1689,1
813,组织,"common noun, verb",1686.5,1
814,厕所,common noun,1682,1
815,经常,"adverb, non-predicate adjective",1682,1
816,过程,common noun,1673,1
817,上次,time word,1672,1
818,合作,"verb, verb with nominal function",1672,1
819,手上,space word,1667,1
820,秘密,"adjective, adjective as adverbial, common noun",1667,1
821,圣诞节,time word,1662,1
822,人民,common noun,1661,1
823,某些,pronoun,1661,1
824,命运,common noun,1656,1
825,小组,common noun,1655,1
826,明显,"adjective, adjective as adverbial",1653,1
827,研究,"verb, verb with nominal function",1652.5,1
828,引起,verb,1652,1
829,意识,"common noun, verb",1650,1
830,分子,common noun,1649,1
831,同性恋,"verb, verb with nominal function",1649,1
832,桌子,common noun,1641,1
833,事业,common noun,1634,1
834,机场,common noun,1634,1
835,消失,"verb, verb with nominal function",1631.5,1
836,正确,"adjective, adjective as adverbial",1629.5,1
837,不可思议,fixed expressions,1627,1
838,会儿,qt,1625,1
839,爷爷,common noun,1625,1
840,厨房,common noun,1623,1
841,紧张,"adjective, adjective as adverbial, adjective with nominal function",1618.333333,1
842,专业,common noun,1615,1
843,晚饭,common noun,1613,1
844,吸引,verb,1611,1
845,士兵,common noun,1611,1
846,年代,common noun,1611,1
847,以来,directional locality,1606,1
848,心情,common noun,1605,1
849,难过,adjective,1605,1
850,屋子,common noun,1602,1
851,全都,adverb,1600,1
852,打赌,verb,1595,1
853,中间,directional locality,1594,1
854,伦敦,place name ,1589,1
855,特工,common noun,1586,1
856,戒指,common noun,1582,1
857,案件,common noun,1578,1
858,条件,common noun,1576,1
859,作品,common noun,1575,1
860,命令,"common noun, verb",1573.5,1
861,爱上,verb,1572,1
862,威胁,"verb, verb with nominal function",1570.5,1
863,档案,common noun,1568,1
864,靠近,verb,1567,1
865,去世,verb,1566,1
866,接到,verb,1558,1
867,规则,common noun,1558,1
868,严重,"adjective, adjective as adverbial",1555,1
869,队员,common noun,1554,1
870,帽子,common noun,1553,1
871,上周,time word,1552,1
872,司机,common noun,1550,1
873,享受,"verb, verb with nominal function",1548,1
874,时代,common noun,1544,1
875,影响,"verb, verb with nominal function",1542.5,1
876,碰到,verb,1541,1
877,利用,"verb, verb with nominal function",1539,1
878,神父,common noun,1539,1
879,之中,directional locality,1533,1
880,火车,common noun,1533,1
881,说实话,verb,1532,1
882,杀人,"verb, verb with nominal function",1531.5,1
883,逃跑,verb,1530,1
884,部门,common noun,1526,1
885,失踪,"verb, verb with nominal function",1525.5,1
886,认真,"adjective, adjective as adverbial",1524,1
887,出租车,common noun,1522,1
